漢字,仮名
後件,こうけん
何姿,なにすがた
根上,ねがみ
再帰,さいき
応徳,おうとく
関係,かんけい
側線,そくせん
除染,じょせん
詩行,しぎょう
大同,だいどう
日産,にっさん
再生,さいせい
罪体,つみからだ
内山,うちやま
中庭,なかにわ
馬鳴,うまめい
世親,せしん
火球,かきゅう
国語,こくご
池田,いけだ
船医,せんい
練習,れんしゅう
統制,とうせい
点心,てんしん
山家,やんべ
太平,たいへい
設定,せってい
加色,かいろ
等級,とうきゅう
空知,そらち
山田,やまだ
輸送,ゆそう
立山,たてやま
孫恩,まごおん
水色,みずいろ
空色,そらいろ
資格,しかく
教化,きょうか
主点,しゅてん
移流,いりゅう
授業,じゅぎょう
市長,しちょう
次数,じすう
黒松,くろまつ
国語,こくご
愛知,あいち
成田,なりた
安平,あびら
河西,かさい
足利,あしかが
池田,いけだ
東河,ひがしかわ
田島,たじま
明石,あかし
秋山,あきやま
上陸,じょうりく
降着,こうちゃく
服部,はっとり
進士,しんじ
早川,はやかわ
中田,なかだ
青図,あおず
平山,ひらやま
雪風,せっぷう
島田,しまだ
鏡映,きょうえい
太祖,たいそ
活字,かつじ
前障,まえしょう
柱石,ちゅうせき
延徳,えんとく
市制,しせい
湯漢,ゆかん
老化,ろうか
大友,おおとも
血液,けつえき
公布,こうふ
加古,かこ
天城,あまぎ
圧延,あつえん
漢陽,かんよう
札差,ふださし
王度,おうど
三学,さんがく
原告,げんこく
母島,ははしま
造船,ぞうせん
管理,かんり
新宮,しんぐう
北部,ほくぶ
石器,せっき
製鋼,せいこう
作家,さっか
適応,てきおう
試料,しりょう
国光,こっこう
退場,たいじょう
少数,しょうすう
仁宗,じんそう
明宗,めいしゅう
潮波,しおなみ
武王,ぶおう
世宗,せいそう
機構,きこう
文県,ぶんけん
川上,かわかみ
石児,いしじ
画集,がしゅう
文公,ぶんこう
音楽,おんがく
視力,しりょく
久万,くま
非子,ひこ
田市,たし
変力,へんちから
小泉,こいずみ
四球,しきゅう
興子,きょうこ
進歩,しんぽ
耳石,じせき
領事,りょうじ
職員,しょくいん
内日,ないにち
源氏,げんじ
迷路,めいろ
首里,しゅり
受肉,じゅにく
装置,そうち
問題,もんだい
受難,じゅなん
水質,すいしつ
保全,ほぜん
野生,やせい
百武,ひゃくたけ
草本,そうほん
孝幸,たかゆき
青緑,あおみどり
宮古,みやこ
金将,きんしょう
温泉,おんせん
欠失,けっしつ
化生,けしょう
食堂,しょくどう
教区,きょうく
百海,ひゃくうみ
直実,なおみ
序文,じょぶん
境界,きょうかい
軍略,ぐんりゃく
発声,はっせい
声楽,せいがく
初島,はつしま
暗示,あんじ
高県,たかけん
天灯,てんとう
天山,てんざん
花札,はなふだ
張説,ちょうせつ
緑島,みどりしま
義眼,ぎがん
文宗,ぶんそう
康宗,やすししゅう
義兵,ぎへい
王異,おうい
一団,いちだん
意図,いと
張温,ちょうおん
王建,おうけん
宝島,たからしま
孝公,こうこう
景公,けいこう
東区,ひがしく
張保,ちょうほ
定宗,ていそう
準王,じゅんおう
張純,ちょうじゅん
西区,にしく
元宗,もとしゅう
光明,こうみょう
天池,あまち
補子,ほこ
兵部,ひょうぶ
後主,のちしゅ
合流,ごうりゅう
再会,さいかい
東海,とうかい
生薬,しょうやく
孫河,そんが
京都,きょうと
巣箱,すばこ
死産,しざん
銀座,ぎんざ
歴史,れきし
自由,じゆう
予測,よそく
法律,ほうりつ
飛鳥,あすか
山形,やまがた
文子,ふみこ
運命,うんめい
約束,やくそく
出力,しゅつりょく
軍種,ぐんしゅ
放流,ほうりゅう
予兆,よちょう
認可,にんか
共王,きょうおう
簡王,かんおう
関東,かんとう
名人,めいじん
南線,みなみせん
連隊,れんたい
時代,じだい
黒人,こくじん
鉱員,こういん
光市,ひかりし
軍服,ぐんぷく
病変,びょうへん
六芸,りくげい
主題,しゅだい
半束,はんそく
初元,はつもと
評劇,ひょうげき
詩学,しがく
代理,だいり
四声,しせい
太師,だいし
太初,たいしょ
天漢,あまのがわ
公安,こうあん
実月,みがつ
何潔,なにきよし
弁護,べんご
大将,たいしょう
永康,えいこう
究極,きゅうきょく
設定,せってい
演芸,えんげい
至元,しげん
官報,かんぽう
除隊,じょたい
色界,しきかい
殺害,さつがい
祭仲,まつりなか
着陸,ちゃくりく
神社,じんじゃ
外野,がいや
大夏,おおなつ
世代,せだい
作用,さよう
浴衣,ゆかた
部首,ぶしゅ
単経,たんけい
回遊,かいゆう
利得,りとく
孫立,そんりつ
豆本,まめほん
歌辞,うたじ
赤犬,あかいぬ
似絵,にせえ
水引,みずひき
節理,せつり
川船,かわふね
孫新,そんしん
楽和,らくわ
地方,ちほう
社説,しゃせつ
演歌,えんか
東宝,とうほう
小人,こども
焼印,やきいん
行進,こうしん
複比,ふくひ
口語,こうご
東学,とうがく
H酸,Hさん
張力,ちょうりょく
選好,せんこう
Λ点,Λてん
内質,ないしつ
成層,せいそう
火花,ひばな
英祖,えいそ
昭和,しょうわ
豊田,とよだ
南座,みなみざ
法典,ほうてん
命令,めいれい
水名,みずめい
複眼,ふくがん
減光,げんこう
検証,けんしょう
複利,ふくり
法益,ほうえき
景気,けいき
遊人,あそびにん
四季,しき
最中,さいちゅう
導音,どうおと
康永,やすなが
社区,しゃく
申思,さるおもい
力場,りきば
骨灰,こっかい
仏像,ぶつぞう
令状,れいじょう
戦場,せんじょう
陽葉,ようよう
税関,ぜいかん
文永,ぶんえい
能楽,のうがく
美室,みむろ
母衣,ほろ
武徳,たけのり
洋子,ようこ
銭湯,せんとう
春画,しゅんが
止観,しかん
定数,ていすう
比干,ひかん
関勝,かんしょう
卒業,そつぎょう
区連,くれん
季歴,きれき
周善,しゅうぜん
巣湖,そうこ
円山,まるやま
在家,ざいけ
主筆,しゅひつ
化学,かがく
英布,えいぬの
台詞,せりふ
紀行,きこう
軍歌,ぐんか
数字,すうじ
入間,いるま
屋上,おくじょう
作話,さくわ
羊皮,ようひ
平公,へいこう
里正,りせい
格子,こうし
仮数,かすう
氷像,ひょうぞう
三神,みかみ
総社,そうじゃ
鋼板,こうばん
関西,かんさい
S式,Sしき
議論,ぎろん
自衛,じえい
前文,ぜんぶん
北区,きたく
氷原,ひょうげん
南区,みなみく
王植,おうしょく
東区,ひがしく
北区,きたく
聖衣,せいい
脳殺,のうさつ
運賃,うんちん
実像,じつぞう
冷血,れいけつ
宝徳,ほうとく
電柱,でんちゅう
協働,きょうどう
女宿,おんなやど
康応,こうおう
正保,しょうほ
文和,ふみかず
天子,てんし
神楽,かぐら
主日,しゅじつ
顔元,かおもと
平織,ひらおり
見得,みえ
西区,にしく
管子,かんし
南区,みなみく
緑区,みどりく
太康,たやすし
顔回,かおかい
三界,さんがい
紀行,きこう
単位,たんい
木下,きのした
制約,せいやく
死点,してん
兵庫,ひょうご
黒潮,くろしお
由良,ゆら
石黒,いしぐろ
変形,へんけい
天元,てんげん
古力,こちから
昨日,きのう
入来,にゅうらい
宝島,たからしま
十干,じっかん
立冬,りっとう
入学,にゅうがく
長久,ちょうきゅう
天仁,てんにん
平和,へいわ
元永,げんえい
仁平,じんぺい
天永,てんえい
建久,けんきゅう
建長,けんちょう
深林,ふかばやし
元仁,げんにん
公家,くげ
文応,ぶんおう
正治,まさじ
下限,かげん
富県,とみがた
栄町,さかえまち
上京,じょうきょう
東区,ひがしく
孝宗,こうそう
光武,こうぶ
牛島,うしじま
P波,Pなみ
宿場,しゅくば
標識,ひょうしき
目黒,めぐろ
大刀,たち
表土,ひょうど
少年,しょうねん
笑点,しょうてん
国見,くにみ
集史,しゅうし
食分,しょくぶん
米粉,べいふん
海事,かいじ
対決,たいけつ
収束,しゅうそく
三村,みむら
地区,ちく
大望,たいぼう
永平,えいへい
天福,てんぷく
天山,てんざん
興安,こうあん
仁和,にわ
新竹,しんちく
花音,かのん
対応,たいおう
火車,かしゃ
熱浴,ねつよく
永観,えいかん
文政,ぶんせい
宝治,ほうじ
幸司,こうじ
作文,さくぶん
中音,ちゅうおん
赤面,せきめん
若松,わかまつ
谷風,たにかぜ
新橋,しんばし
神楽,かぐら
根毛,こんもう
南風,はえ
空想,くうそう
救済,きゅうさい
計画,けいかく
名物,めいぶつ
土器,どき
消去,しょうきょ
周皮,しゅうかわ
低地,ていち
財産,ざいさん
裏地,うらじ
引数,ひきすう
巣穴,すあな
同情,どうじょう
選好,せんこう
言論,げんろん
雨水,あまみず
空包,くうほう
首輪,くびわ
横腹,よこばら
中葉,ちゅうよう
除氷,じょこおり
簡公,かんこう
親仏,しんふつ
祝日,しゅくじつ
国会,こっかい
自由,じゆう
異物,いぶつ
古都,こと
果菜,かさい
並列,へいれつ
保存,ほぞん
半身,はんしん
港長,こうちょう
銀通,ぎんとおり
月山,がっさん
水胸,みずむね
観察,かんさつ
電文,でんぶん
後手,ごて
細田,ほそだ
暗殺,あんさつ
海人,あま
手紙,てがみ
納戸,なんど
暗器,あんうつわ
林光,りんこう
戦場,せんじょう
準州,じゅんしゅう
市村,いちむら
南西,なんせい
楽弓,がっきゅう
書誌,しょし
日向,ひゅうが
予科,よか
原駅,はらえき
明報,めいほう
筆画,ひっかく
棒術,ぼうじゅつ
和算,わさん
灯質,ともしびしつ
指数,しすう
特色,とくしょく
麦秋,ばくしゅう
予防,よぼう
小西,こにし
閣議,かくぎ
州道,しゅうどう
基準,きじゅん
軍事,ぐんじ
様式,ようしき
京橋,きょうばし
速歩,そくほ
大学,だいがく
空積,からづみ
地方,ちほう
冬毛,ふゆげ
文科,ぶんか
村正,むらまさ
時事,じじ
牧野,まきの
大宮,おおみや
死因,しいん
語録,ごろく
水上,すいじょう
鉱業,こうぎょう
手紙,てがみ
夜戦,やせん
針路,しんろ
遺書,いしょ
用語,ようご
司教,しきょう
北軍,ほくぐん
戦術,せんじゅつ
心室,しんしつ
真実,しんじつ
子部,こぶ
馬乳,ばにゅう
置屋,おきや
織部,おりべ
東風,ひがしかぜ
力価,ちからあたい
冷気,れいき
公約,こうやく
学校,がっこう
片節,へんふし
加刷,かさつ
社町,しゃまち
対側,たいそく
呼出,よびだし
総会,そうかい
立地,りっち
神楽,かぐら
頭位,とうい
大波,おおなみ
試合,しあい
死神,しにがみ
名人,めいじん
大罪,たいざい
国鉄,こくてつ
首相,しゅしょう
皮質,ひしつ
転子,てんこ
細雪,ささめゆき
全長,ぜんちょう
世間,せけん
念流,ねんりゅう
柱島,はしらしま
水屋,みずや
鳥人,ちょうじん
田野,たの
天台,てんだい
鳥島,とりしま
対面,たいめん
水論,すいろん
人民,じんみん
物性,ぶっせい
旗手,きしゅ
四皇,しこう
感性,かんせい
河内,かわうち
絶望,ぜつぼう
水域,すいいき
四季,しき
機能,きのう
前腸,まえちょう
昼食,ちゅうしょく
春日,かすが
点源,てんげん
効能,こうのう
飲茶,やむちゃ
張岩,ちょういわ
休耕,きゅうこう
余割,よかつ
孫周,まごしゅう
白山,はくさん
紙垂,かみしで
伝単,でんたん
門松,かどまつ
大判,おおばん
変形,へんけい
言明,げんめい
優作,ゆうさく
感謝,かんしゃ
支配,しはい
無水,むすい
相良,さがら
赤絵,あかえ
相欠,そうけつ
平泉,ひらいずみ
目先,めさき
内死,ないし
武家,ぶけ
林氏,はやしし
六法,ろっぽう
巻雲,けんうん
谷風,たにかぜ
王宮,おうきゅう
満潮,まんちょう
朝雲,あさぐも
女子,じょし
同題,どうだい
長打,ちょうだ
大丸,だいまる
内裏,だいり
関宿,せきやど
武松,たけまつ
裏技,うらわざ
半片,はんぺら
庫裏,くり
復興,ふっこう
四谷,よつや
本郷,ほんごう
五大,ごだい
海宝,かいほう
早川,はやかわ
俳画,はいが
独神,ひとりがみ
本所,ほんしょ
月山,がっさん
経穴,けいけつ
再会,さいかい
卒業,そつぎょう
結集,けっしゅう
失禁,しっきん
后土,きさきつち
時格,ときかく
中国,ちゅうごく
骨材,こつざい
深雪,みゆき
業処,ぎょうところ
鉄板,てっぱん
三通,さんとおり
算数,さんすう
雲海,うんかい
見立,みたて
税関,ぜいかん
新党,しんとう
王宮,おうきゅう
青緑,あおみどり
線毛,せんもう
地域,ちいき
階級,かいきゅう
紅旗,こうき
平民,へいみん
骨痛,ほねつう
士族,しぞく
家族,かぞく
費信,ひしん
光月,こうげつ
状態,じょうたい
領地,りょうち
三田,みた
雲版,くもはん
大学,だいがく
王兵,おうへい
横分,よこふん
神代,かみしろ
農具,のうぐ
原歩,はらほ
配管,はいかん
鳴海,なるみ
塩味,しおあじ
市長,しちょう
聖火,せいか
対決,たいけつ
入力,にゅうりょく
西洋,せいよう
美樹,みき
音楽,おんがく
故郷,こきょう
意見,いけん
戦史,せんし
重訳,じゅうやく
帰郷,ききょう
地区,ちく
設計,せっけい
議定,ぎてい
郡司,ぐんじ
国交,こっこう
正名,まさな
古玉,こだま
健児,けんじ
照英,しょうえい
製氷,せいひょう
木簡,もっかん
地底,ちてい
賞金,しょうきん
船名,せんめい
表現,ひょうげん
音声,おんせい
半玉,はんたま
飯場,はんば
胃液,いえき
学校,がっこう
加持,かじ
空軍,くうぐん
火車,かしゃ
浅川,あさかわ
背信,はいしん
竹炭,たけずみ
至福,しふく
弁長,べんちょう
福天,ふくてん
法学,ほうがく
北区,きたく
商学,しょうがく
上王,うえおう
部曲,かきべ
丁半,ちょうはん
光町,ひかりちょう
限界,げんかい
議長,ぎちょう
母岩,ぼがん
自領,じりょう
直和,ちょくわ
衛視,えいし
迷走,めいそう
竹紙,ちくし
東角,ひがしかく
貧乳,ひんにゅう
酒幕,しゅまく
内覧,ないらん
大定,だいてい
大成,たいせい
武定,たけさだ
大象,だいぞう
大統,だいとう
天平,てんぴょう
大宝,たいほう
兵家,へいか
永興,えいこう
景和,けいわ
景平,けいたいら
正光,まさみつ
承平,しょうへい
景明,かげあき
正平,しょうへい
太平,たいへい
謝承,しゃしょう
黒幕,くろまく
消去,しょうきょ
助手,じょしゅ
音楽,おんがく
豊雲,ほううん
風神,ふうじん
字花,じはな
回転,かいてん
磁力,じりょく
高興,たかきょう
少将,しょうしょう
近山,ちかやま
整地,せいち
腹芸,はらげい
落石,らくせき
裏書,うらがき
故郷,こきょう
東村,ひがしむら
高圧,こうあつ
平林,ひらばやし
聖夜,せいや
本家,ほんけ
共公,ともこう
文公,ぶんこう
詩音,しおん
法域,ほういき
入間,いるま
一志,かずし
禁止,きんし
機関,きかん
天草,あまくさ
時代,じだい
外連,けれん
化身,けしん
北島,きたじま
小室,こむろ
開口,かいこう
国見,くにみ
大将,たいしょう
北東,ほくとう
性欲,せいよく
故郷,こきょう
中将,ちゅうじょう
知空,ちそら
世子,せいし
明石,あかし
論理,ろんり
卒業,そつぎょう
木馬,もくば
松原,まつばら
芽茶,めちゃ
記念,きねん
太医,たい
大命,たいめい
東島,ひがしじま
上官,じょうかん
万修,まんおさむ
心眼,しんがん
非行,ひこう
宮島,みやじま
難経,なんけい
物体,ぶったい
日像,にちぞう
場所,ばしょ
野並,のなみ
告示,こくじ
布駅,ぬのえき
停波,ていは
野党,やとう
麦飯,むぎめし
経覚,きょうかく
原型,げんけい
術死,じゅつし
強権,きょうけん
田仮,たかり
予言,よげん
南城,なんじょう
紅白,こうはく
連詩,れんし
利休,りきゅう
黒豆,くろまめ
伝令,でんれい
公主,こうしゅ
女装,じょそう
皇子,おうじ
東京,とうきょう
写楽,しゃらく
盛雪,じょうゆき
声訓,こえくん
順天,じゅんてん
新川,しんかわ
成報,せいほう
新川,しんかわ
家族,かぞく
森正,もりまさ
平村,たいらむら
高安,たかやす
小説,しょうせつ
有罪,ゆうざい
小説,しょうせつ
再臨,さいりん
墓場,はかば
徳一,とくいち
東京,とうきょう
組物,くみもの
富村,とみむら
草衣,くさころも
米線,こめせん
軍服,ぐんぷく
王道,おうどう
潮駅,しおえき
警備,けいび
白夜,びゃくや
長楽,ちょうらく
元象,もとぞう
建国,けんこく
皇始,こうし
建武,けんむ
建元,けんげん
太和,たいわ
天紀,てんき
太和,たいわ
建光,けんひかり
元初,げんしょ
補数,ほすう
初始,はつし
小早,しょうそう
福福,ふくふく
王助,おうじょ
山原,やまはら
地和,ちいほう
義家,よしいえ
有道,ありみち
在日,ざいにち
雑俳,ざっぱい
争友,そうゆう
周捨,しゅうしゃ
宗預,しゅうよ
玉樹,たまき
緑駅,みどりえき
調教,ちょうきょう
南子,みなみこ
文明,ぶんめい
許勤,もとつとむ
引田,ひきた
紅優,くれないゆう
王選,おうせん
孫可,まごか
孫芸,まごげい
楽羊,らくひつじ
内史,ないし
大場,おおば
女院,にょういん
富州,とみしゅう
簡公,かんこう
復社,ふくしゃ
警告,けいこく
雑戸,ざつこ
東国,とうこく
横州,よこしゅう
深州,しんしゅう
王景,おうけい
界画,かいが
留県,りゅうけん
花屋,はなや
議院,ぎいん
大関,おおぜき
京北,けいほく
任脈,にんみゃく
善書,ぜんしょ
王建,おうけん
家風,かふう
京築,けいちく
公権,こうけん
玉名,たまな
兄弟,きょうだい
丁敬,ていけい
万里,ばんり
三少,さんしょう
上元,じょうげん
上山,うえやま
上徳,うえとく
上願,うえがん
東営,とうえい
中宮,ちゅうぐう
中師,なかし
高木,たかぎ
五営,ごえい
何福,なにふく
作宮,さくみや
保立,ほたて
元豊,げんぽう
元康,もとやす
元結,もとゆい
兄島,あにしま
先天,せんてん
光中,こうちゅう
光宅,ひかりたく
全州,ぜんしゅう
八徳,はちとく
前山,まえやま
勝保,かつぼ
北見,きたみ
正経,せいけい
十国,じっこく
成公,せいこう
武公,ぶこう
南人,なんじん
南国,なんごく
民国,みんこく
参将,さんしょう
郷道,さとみち
永明,えいめい
向栄,こうさかえ
周密,しゅうみつ
周防,すおう
国書,こくしょ
土将,つちしょう
地才,ちさい
大内,おおうち
大化,たいか
大名,だいみょう
大順,だいじゅん
天徳,てんとく
天明,てんめい
天河,てんが
天童,てんどう
女王,じょおう
妹島,いもうとしま
始平,したいら
字林,じはやし
孝基,たかしもと
孫仁,まごひとし
安宗,あんしゅう
宗正,むねまさ
宝興,たからきょう
宝勝,ほうしょう
宝貝,たからがい
周辺,しゅうへん
平当,たいらとう
生口,いくち
左車,さしゃ
応順,おうじゅん
康楽,こうらく
康国,こうこく
広和,ひろかず
延和,えんわ
開運,かいうん
張賀,ちょうが
憲祖,のりそ
打馬,だうま
洗骨,せんこつ
政開,まつりごとかい
文祖,ぶんそ
新州,しんしゅう
新港,しんこう
新町,しんまち
早熟,そうじゅく
星子,せいこ
会豊,かいゆたか
月湖,がつみずうみ
林清,はやしきよし
楽乗,らくじょう
樹海,じゅかい
横飛,よこひ
正始,せいし
正統,せいとう
正体,しょうたい
武州,ぶしゅう
河大,かわだい
油飯,あぶらめし
E型,Eかた
点火,てんか
J研,Jけん
立場,たちば
徒罪,とつみ
変身,へんしん
関船,かんふね
U系,Uけい
順道,じゅんどう
使番,つかいばん
㹨川,㹨かわ
永遠,えいえん
遺産,いさん
義倉,ぎそう
中共,ちゅうきょう
紅河,こうが
後愛,のちあい
計測,けいそく
一八,いちはつ
一宮,いちのみや
一部,いちぶ
七草,ななくさ
七録,しちろく
七頭,しちあたま
万乗,ばんじょう
万代,まんだい
万巻,ばんかん
三世,さんせい
三倉,みくら
三広,さんこう
三町,さんまち
三見,さんけん
三証,さんしょう
三輪,みわ
上原,うえはら
上村,かみむら
上東,うえひがし
上松,うえまつ
上様,うえさま
上池,うえいけ
上覚,うえかく
下妻,しもづま
下宿,げしゅく
下文,くだしぶみ
下通,したとおり
両毛,りょうもう
並木,なみき
中原,なかはら
中台,ちゅうたい
中映,ちゅうえい
中村,なかむら
中橋,なかはし
中毛,なかけ
中池,なかいけ
中郷,なかごう
護命,ごいのち
中頭,なかず
丸定,まるてい
主文,しゅぶん
予型,あらかじめかた
二分,にぶん
二天,にてん
二水,にみず
五毛,ごけ
五郷,いさと
五里,ごさと
交付,こうふ
交名,きょうみょう
京北,けいほく
京町,きょうまち
京間,きょうま
人時,にんとき
人生,じんせい
人知,じんち
人間,にんげん
仁聞,にんもん
今別,いまべつ
今宮,いまみや
今川,いまがわ
今市,いまいち
今泉,いまいずみ
仏堂,ぶつどう
仮線,かりせん
任武,にんたけし
会式,えしき
会所,かいしょ
例祭,れいさい
信和,のぶかず
信士,しんじ
信空,しんくう
俵山,たわらやま
借上,かりあげ
借家,しゃくや
借王,しゃくおう
健心,たけしこころ
備南,びなん
備宿,びやど
優馬,ゆうま
元町,もとまち
先山,さきやま
光定,こうじょう
光定,こうじょう
八代,やつしろ
八名,やな
八方,はっぽう
八森,はちもり
八橋,やつはし
八道,はちどう
八雲,やくも
公団,こうだん
公験,こうけん
六方,ろっぽう
六町,ろくまち
共立,きょうりつ
具足,ぐそく
内丸,ないまる
内港,ないこう
内湯,うちゆ
内職,ないしょく
内野,ないや
円派,えんぱ
出納,すいとう
出資,しゅっし
刀自,とじ
分館,ぶんかん
初山,はつやま
初島,はつしま
初風,はつかぜ
前島,まえじま
副将,ふくしょう
創建,そうけん
加入,かにゅう
加平,かへい
助六,すけろく
勇者,ゆうしゃ
勝福,かちふく
勝英,かつひで
勢玉,せいたま
勢見,せいけん
北急,きたきゅう
北栄,ほくえい
北栄,ほくえい
北町,きたまち
十住,じゅうじゅう
千住,せんじゅ
千田,ちだ
千草,ちぐさ
千覚,せんかく
千里,せんり
南天,なんてん
南川,みなみかわ
南清,なんしん
南郡,なんぐん
単管,たんかん
厚板,あついた
原人,げんじん
原山,はらやま
参事,さんじ
反高,はんたか
受身,うけみ
受領,じゅりょう
古丁,こちょう
古参,こさん
古見,ふるみ
台帳,だいちょう
台東,たいとう
台流,だいりゅう
右田,うだ
右院,ういん
号泣,ごうきゅう
合体,がったい
合方,あいかた
合食,ごうしょく
同和,どうわ
名号,みょうごう
名家,めいか
向島,こうしま
和字,わじ
和田,わだ
和議,わぎ
品部,しなべ
商都,しょうと
善春,よしはる
喜入,きいれ
四木,しき
四象,しぞう
因島,いんしま
図法,ずほう
国分,こくぶん
国分,こくぶん
国分,こくぶん
国天,くにてん
国文,こくぶん
土橋,どばし
土管,どかん
土間,どま
地鉄,ちてつ
坂口,さかぐち
坂氏,さかし
坂田,さかた
城内,じょうない
城山,しろやま
城野,しろの
基準,きじゅん
塩川,しおかわ
境川,さかいがわ
境村,さかいむら
境港,さかいみなと
墓園,ぼえん
士分,しぶん
士長,しちょう
夏舎,なつしゃ
夕月,ゆうづき
外輪,がいりん
多肥,たひ
夢子,ゆめこ
大助,だいすけ
大原,おおはら
大坂,おおさか
大家,おおや
大富,たいふ
大島,おおしま
大島,おおしま
大広,だいこう
大庭,おおば
大村,おおむら
大正,たいしょう
大玉,おおたま
大町,おおまち
大象,だいぞう
大関,おおぜき
天地,てんち
天水,てんすい
天界,てんかい
太平,たいへい
奏者,そうしゃ
女体,にょたい
好間,よしま
妻駅,つまえき
字統,じとう
字面,じづら
孝子,たかこ
季子,としこ
学力,がくりょく
孫成,まごせい
守令,しゅれい
安辺,あんへん
宙美,ゆみ
客主,きゃくしゅ
宮中,きゅうちゅう
宮川,みやがわ
家来,けらい
家船,えふね
宿木,やどりぎ
寄合,よりあい
密会,みっかい
富加,とみか
富安,とみやす
富平,とみたいら
寒川,さむかわ
寺内,てらうち
小月,おづき
小梅,こうめ
小絹,しょうきぬ
居城,きょじょう
居玉,いぎょく
山女,やまめ
山手,やまて
山母,やまはは
山県,やまがた
山門,やまと
岩村,いわむら
岸村,きしむら
島畑,しまはたけ
川上,かわかみ
川村,かわむら
川風,かわかぜ
左東,ひだりひがし
巻蒸,かんじょう
市村,いちむら
布橋,ぬのはし
布田,ふだ
帰郷,ききょう
常光,じょうこう
常夏,とこなつ
平屋,ひらや
平島,ひらしま
平戸,ひらど
平池,たいらいけ
平田,ひらた
平町,たいらまち
平館,ひらだて
幸流,さちりゅう
幼妻,おさなづま
庁令,ちょうれい
広村,ひろむら
広面,こうめん
底質,ていしつ
府令,ふれい
府内,ふない
座主,ざす
康助,こうすけ
式目,しきもく
張県,ちょうけん
強電,きょうでん
役種,やくたね
後世,こうせい
後眼,のちめ
復刊,ふっかん
復州,ふくしゅう
徳王,とくおう
徳聖,とくひじり
徳重,とくしげ
心絵,こころえ
志保,しほ
志方,しかた
応供,おうぐ
忠生,ただお
快児,かいじ
思川,おもいがわ
恩給,おんきゅう
悪人,あくにん
情熱,じょうねつ
愛人,あいじん
愛羽,あいはね
愛里,あいり
感状,かんじょう
憲史,けんし
成和,しげかず
成川,なりかわ
成河,せいかわ
成績,せいせき
戸令,これい
戸祭,こまつり
戸長,こちょう
手広,てこう
折戸,おりと
折本,おりほん
指宿,いぶすき
捨印,すていん
改行,かいぎょう
政務,せいむ
教師,きょうし
数多,あまた
文人,ぶんじん
文節,ぶんせつ
新s,しんs
新地,しんち
新坂,しんさか
新屋,あらや
新川,しんかわ
新横,しんよこ
新波,しんなみ
新町,しんまち
新番,しんばん
新線,しんせん
新進,しんしん
新郷,しんごう
新野,しんの
新関,にいぜき
旅詩,たびし
旅費,りょひ
日世,にちよ
日任,にちにん
日学,にちがく
日宣,にちせん
日尊,にちみこと
日工,にっこう
日精,にっせい
日講,にっこう
日郷,にちさと
日量,にちりょう
日金,ひがね
日院,にちいん
日食,にっしょく
日高,ひだか
旧国,きゅうごく
早島,そうしま
早雲,そううん
明友,あきとも
明統,めいとう
明荷,めいか
星置,ほしおき
星雲,せいうん
春日,かすが
春高,はるたか
昭洋,あきひろ
景光,かげみつ
景雲,けいうん
暴発,ぼうはつ
曲師,きょくし
曲物,わげもの
月寒,つきさむ
月音,がつおと
有効,ゆうこう
有罪,ゆうざい
有馬,ありま
服役,ふくえき
朝倉,あさくら
朝生,あさお
朝立,あさりつ
朝顔,あさがお
木内,きうち
木屋,きや
木月,きづき
木裏,きうら
末代,まつだい
本多,ほんだ
本屋,ほんや
本手,ほんて
本町,ほんちょう
本町,ほんちょう
本町,ほんちょう
本町,ほんちょう
東信,とうしん
東側,ひがしがわ
東武,とうぶ
東町,ひがしちょう
東研,ひがしけん
東駅,ひがしえき
松原,まつばら
松木,まつき
松本,まつもと
松林,まつばやし
松源,まつげん
松郷,まつさと
松風,まつかぜ
板戸,いたど
林村,はやしむら
林村,はやしむら
林間,りんかん
栄喜,えいき
栄山,さかえやま
栄村,さかえむら
栄町,さかえまち
栄町,さかえまち
栄町,さかえまち
根岸,ねぎし
根本,こんぽん
根来,ねごろ
桜坂,さくらざか
桜花,おうか
桜花,おうか
桜隊,さくらたい
梅中,うめなか
梅屋,うめや
棒金,ぼうきん
森八,もりはち
森治,もりおさむ
森谷,もりたに
森類,もりるい
検事,けんじ
検断,けんだん
検札,けんさつ
検梅,けんばい
業種,ぎょうしゅ
権助,ごんすけ
横島,よこしま
歌道,かどう
歌鳥,うたとり
正行,まさゆき
武遊,ぶゆう
歴県,れきけん
毛島,けしま
民具,みんぐ
民度,みんど
気車,きしゃ
水写,みずしゃ
水松,みる
水芸,みずげい
水象,すいしょう
永代,えいたい
永川,えいかわ
永清,えいきよし
永野,ながの
池子,いけご
決済,けっさい
河手,かわて
河村,かわむら
河面,かわも
泉屋,せんおく
泉市,いずみし
泉希,いずみまれ
泉村,いずみむら
泉質,せんしつ
法岸,ほうきし
法面,のりめん
洋楽,ようがく
流出,りゅうしゅつ
流川,るかわ
流海,りゅううみ
浅野,あさの
海東,かいとう
海牛,うみうし
海辺,うみべ
清順,せいじゅん
減敬,げんけい
港南,こうなん
湯守,ゆもり
源仁,げんひとし
源包,げんつつみ
源多,げんた
源生,げんなま
潮田,うしおだ
激写,げきしゃ
激坂,げきさか
灰司,はいつかさ
炭俵,すみだわら
無印,むじるし
無空,むそら
無色,むしょく
片町,かたまち
版権,はんけん
牛人,うしにん
牛田,うした
牧誠,まきまこと
特採,とくさい
特番,とくばん
特警,とくけい
玉屋,たまや
玉川,たまがわ
