漢字,仮名
田聖,たひじり
三角,さんかく
王元,おうもと
何康,なにやすし
直筆,じきひつ
増加,ぞうか
男脳,おとこのう
張軍,ちょうぐん
張健,ちょうたけし
張立,ちょうりつ
祖母,そぼ
王群,おうぐん
英達,えいたつ
原州,げんしゅう
参軍,さんぐん
夏育,なついく
天康,てんやすし
安仁,やすひと
憲州,のりしゅう
宝誌,たからし
設備,せつび
常州,じょうしゅう
報禁,ほうきん
律管,りつかん
門中,となか
中谷,なかたに
法言,ほうげん
清郷,きよさと
無敵,むてき
版数,はんすう
緑町,みどりまち
肥義,こえぎ
勝州,かちしゅう
垂心,すいしん
三代,さんだい
大有,だいゆう
大富,たいふ
神田,かんだ
開国,かいこく
康正,やすまさ
万山,ばんざん
三中,さんちゅう
上水,かみみず
上郡,かみごおり
中出,なかで
中文,ちゅうぶん
中日,ちゅうにち
臨泉,りんいずみ
雲夢,うんぼう
京官,きょうかん
何園,なにその
使節,しせつ
保和,やすかず
保安,ほあん
修文,しゅうぶん
健速,たけしそく
元統,もととう
先天,せんてん
光天,ひかりてん
公館,こうかん
六合,くに
共和,きょうわ
酒保,しゅほ
動線,どうせん
北国,きたぐに
南安,みなみあん
南郡,なんぐん
博望,はくぼう
原憲,はらのり
声域,せいいき
昭公,しょうこう
史高,したか
同光,どうひかり
周章,しゅうしょう
和春,かずはる
和順,わじゅん
土豆,つちまめ
景観,けいかん
大地,だいち
大新,だいしん
天定,てんてい
天定,てんてい
天宝,てんぽう
天徳,てんとく
天賛,てんさん
太安,たやす
太常,たいじょう
姉島,あねしま
学誠,がくまこと
守仁,しゅじん
定武,さだたけ
定王,ていおう
問丸,といまる
武成,たけしせい
宝応,たからおう
治平,じへい
北風,きたかぜ
少府,しょうふ
K級,Kきゅう
左将,ひだりしょう
帯脈,おびみゃく
広陽,こうよう
応天,おうてん
応道,おうみち
開陽,かいよう
張明,ちょうめい
張永,ちょうえい
張信,ちょうしん
張玉,ちょうたま
張純,ちょうじゅん
成功,せいこう
拾遺,しゅうい
文経,ぶんけい
新富,しんとみ
新建,しんけん
新村,にいむら
新郷,しんごう
新高,にいたか
方政,ほうまつりごと
明安,めいあん
益王,ますおう
月令,がつりょう
林内,りんない
果州,かしゅう
業州,ぎょうしゅう
横牛,よこうし
権量,けんりょう
毒男,どくお
水将,みずしょう
水木,みずき
永元,えいもと
永和,ひさかず
海豊,かいほう
A円,Aえん
B層,Bそう
道行,みちゆき
西湖,さいこ
戸山,とやま
歩荷,ぼっか
私権,しけん
散楽,さるがく
性感,せいかん
Z旗,Zはた
秋田,あきた
延安,えんあん
石衣,いしごろも
条件,じょうけん
宗宝,しゅうたから
処理,しょり
鉄橋,てっきょう
本丸,ほんまる
河野,こうの
一宮,いちのみや
一文,いちぶん
一方,いっぽう
一軍,いちぐん
七志,ななし
万代,まんだい
三共,さんきょう
三協,さんきょう
三幸,みつゆき
三星,みつぼし
三輪,みわ
三関,さんかん
上毛,うわげ
上泉,かみいずみ
上界,じょうかい
上限,じょうげん
下地,したじ
下戸,げこ
世忠,せいちゅう
世界,せかい
十号,じゅうごう
両備,りょうび
中三,ちゅうさん
中原,なかはら
中央,ちゅうおう
中富,なかとみ
中村,なかむら
中村,なかむら
中町,なかまち
中町,なかまち
中畑,なかはた
中門,ちゅうもん
中院,なかのいん
丸大,まるだい
丸屋,まるや
丸帯,まるおび
丸正,まるしょう
丸運,まるうん
丸順,まるじゅん
久世,くぜ
久住,くじゅう
久蔵,きゅうぞう
九経,きゅうけい
九老,きゅうろう
九薬,きゅうくすり
予備,よび
事力,ことちから
事変,じへん
二人,ふたり
二位,にい
二子,ふたこ
五島,ごとう
五常,ごじょう
五役,ごやく
五情,ごじょう
五感,ごかん
五色,ごしき
五衆,ごしゅう
京屋,きょうや
京町,きょうまち
京目,きょうめ
人制,にんせい
人外,じんがい
人神,じんしん
人買,ひとかい
今半,いまはん
今日,きょう
今町,いままち
今里,いまさと
仏国,ふつこく
仏山,ほとけやま
仮焼,かりやき
仲宿,なかじゅく
仲町,なかちょう
仲算,なかさん
任子,ひでこ
休止,きゅうし
住建,じゅうけん
住育,じゅういく
価長,あたいちょう
係長,かかりちょう
修円,しゅうえん
俵物,たわらもの
倉真,くらみ
傷病,しょうびょう
元海,もとうみ
元犬,もといぬ
元町,もとまち
元達,もととおる
元郷,もとごう
兄妹,きょうだい
兄川,あにかわ
先主,せんしゅ
光世,こうせい
入谷,いりや
全中,ぜんちゅう
全農,ぜんのう
八事,やごと
八助,はちじょ
八島,やしま
八達,はったつ
公報,こうほう
公庫,こうこ
六国,りっこく
六部,ろくぶ
兵長,へいちょう
内奏,ないそう
内定,ないてい
内町,うちまち
内間,うちま
円理,えり
円通,えんつう
写植,しゃしょく
冬木,とうぼく
切子,きりこ
切能,きりのう
刊本,かんぽん
初台,しょだい
初石,はついし
初秋,しょしゅう
別山,べつやま
別府,べっぷ
制高,せいたか
券面,けんめん
前島,まえじま
創価,そうか
創建,そうけん
創憲,そうけん
力士,りきし
力水,ちからみず
加島,かしま
勝平,かつひら
勝色,かちいろ
勝覚,しょうかく
北武,きたたけし
北町,きたまち
北町,きたまち
北砂,きたすな
北郷,きたごう
北銀,きたぎん
医官,いかん
千観,せんかん
南区,みなみく
南宗,なんしゅう
南山,なんざん
南栄,みなみさかえ
南町,みなみまち
南都,なんと
単型,たんかた
印地,いんち
印字,いんじ
印材,いんざい
原市,はらいち
原村,はらむら
原町,はらまち
原種,げんしゅ
原誠,はらまこと
参照,さんしょう
反取,はんしゅ
古寺,こじ
右手,みぎて
右玉,みぎぎょく
司直,しちょく
名工,めいこう
名水,めいすい
名高,なだか
向島,こうしま
吸蔵,きゅうぞう
周布,すふ
和田,わだ
和白,わじろ
和知,わち
和船,わせん
品川,しながわ
商事,しょうじ
営田,えいた
四至,しいた
四角,しかく
回教,かいきょう
回航,かいこう
団体,だんたい
団交,だんこう
囲米,かこいまい
国中,くにじゅう
国包,くにつつみ
国友,くにとも
国名,こくめい
国字,こくじ
国松,くにまつ
土用,どよう
圧状,あつじょう
地久,ちきゅう
地券,ちけん
地積,ちせき
地起,ちき
城下,じょうか
城山,しろやま
城山,しろやま
城氏,じょうし
基町,もとまち
基線,きせん
境川,さかいがわ
境町,さかいまち
外力,がいりょく
外功,そとこう
外山,とやま
外弁,そとべん
外物,がいぶつ
外記,げき
外貨,がいか
大信,たいしん
大光,おおみつ
大劇,だいげき
大屋,おおや
大岩,おおいわ
大島,おおしま
大広,だいこう
大府,おおぶ
大政,たいせい
大日,だいにち
大木,たいぼく
大橋,おおはし
大毎,だいまい
大湯,おおゆ
大漢,だいかん
大目,おおめ
大谷,おおたに
天天,てんてん
天宮,てんぐう
天馬,てんま
失火,しっか
子張,こちょう
孝子,たかこ
宇野,うの
守長,もりなが
安保,あんぽ
安楽,あんらく
官司,かんし
官生,かんなま
官舎,かんしゃ
定公,ていこう
定量,ていりょう
実戦,じっせん
宮中,きゅうちゅう
宮口,みやぐち
家子,いえこ
家格,かかく
家相,かそう
家道,いえじ
家領,けりょう
容共,ようきょう
宿善,しゅくぜん
宿直,しゅくちょく
寄留,きりゅう
富州,とみしゅう
寺島,てらしま
寺族,てらぞく
対証,ついしょう
小仁,しょうじん
小夏,こなつ
小山,おやま
小田,おだ
小米,こごめ
小西,こにし
屋島,やしま
山善,やまぜん
山桜,やまざくら
山王,さんのう
岩友,いわとも
岸清,きしきよし
岸町,きしちょう
島健,しまたけし
川中,かわなか
川畑,かわばた
川辺,かわべ
左京,さきょう
左岸,さがん
左院,さいん
差科,さか
市川,いちかわ
市電,しでん
布衣,ふい
師管,しかん
帯岩,おびいわ
帳台,ちょうだい
常民,じょうみん
幕張,まくはり
平光,ひらこう
平安,へいあん
平方,へいほう
平町,たいらまち
平都,たいらみやこ
幸橋,さいわいばし
幸町,さいわいちょう
幸町,さいわいちょう
幸町,さいわいちょう
幹久,もとひさ
幼君,ようくん
広戸,こうこ
広木,ひろき
広木,ひろき
府内,ふない
府庁,ふちょう
度島,どしま
延会,えんかい
延年,えんねん
建蔵,けんくら
弱化,じゃっか
張先,ちょうさき
張岩,ちょういわ
張承,ちょうしょう
張政,ちょうせい
張豊,ちょうゆたか
役料,やくりょう
得分,とくぶん
思川,おもいがわ
急戦,きゅうせん
恩荷,おが
息長,おきなが
情島,じょうしま
情弱,じょうじゃく
愛国,あいこく
愛大,あいだい
愛好,あいこう
愛実,あいみ
愛宮,あいみや
成増,なります
成州,せいしゅう
成熟,せいじゅく
成鳥,せいちょう
戦災,せんさい
戸手,とて
所持,しょじ
手型,てがた
手水,ちょうず
手限,てげん
打出,うちいで
打根,だね
打衣,うちぎぬ
承康,しょうやすし
折形,おりかた
担任,たんにん
拝金,はいきん
採物,とりもの
操山,みさおやま
改編,かいへん
政宗,まさむね
敗北,はいぼく
教務,きょうむ
散骨,さんこつ
敬川,たかしかわ
文花,ぶんはな
文車,ふぐるま
断橋,だんきょう
勝山,かつやま
新富,しんとみ
新注,しんちゅう
新緑,しんりょく
方衣,ほうころも
日主,にちしゅ
日因,にちいん
日天,にちてん
日応,にちおう
日時,にちじ
日朝,にっちょう
日進,にっしん
日陸,にちりく
日静,にちせい
日養,にちよう
早人,はやと
早島,そうしま
明村,めいむら
明里,あかり
星一,ほしいち
星進,ほしすすむ
春日,かすが
春歌,しゅんか
春雨,はるさめ
時服,じふく
晩秋,ばんしゅう
晴海,はるみ
暗野,あんの
暴走,ぼうそう
木花,きはな
本仏,ほんぶつ
本町,ほんちょう
本町,ほんちょう
本町,ほんちょう
本町,ほんちょう
本町,ほんちょう
村主,すぐり
来福,らいふく
東七,ひがししち
東原,ひがしはら
東大,とうだい
東山,ひがしやま
東日,とうにち
東海,とうかい
東町,ひがしちょう
東美,とうみ
東郷,とうごう
東都,とうと
東陽,とうよう
東雲,しののめ
松屋,まつや
松島,まつしま
板書,ばんしょ
林大,はやしだい
林村,はやしむら
林村,はやしむら
枝川,えだがわ
柱絵,はしらえ
栄光,えいこう
栄村,さかえむら
栄橋,さかえはし
栄町,さかえまち
栄町,さかえまち
栄町,さかえまち
根岸,ねぎし
根雪,ねゆき
桜人,さくらびと
桜坂,さくらざか
桜島,さくらしま
桜川,さくらがわ
桜橋,さくらばし
桜貝,さくらがい
梅園,うめぞの
梅島,うめしま
棒足,ぼうあし
森一,しんいち
森功,もりこう
森博,もりひろし
森敬,もりたかし
森朗,もりあきら
横棒,よこぼう
樹里,じゅり
機根,きこん
歌劇,かげき
正開,せいかい
武具,ぶぐ
武家,ぶけ
死圧,しあつ
残月,ざんげつ
残照,ざんしょう
段原,だんばら
段栄,だんさかえ
殺界,さっかい
母里,ははさと
比川,ひかわ
比良,ひら
